user_id,age_group,gender
U_12530,45+,M
U_12531,35-44,M
U_12532,35-44,F
U_12533,25-34,M
U_12534,18-24,M
U_12535,35-44,M
U_12536,35-44,F
U_12537,35-44,F
U_12538,18-24,F
U_12539,35-44,M
U_12540,35-44,M
U_12541,35-44,M
U_12542,35-44,M
U_12543,35-44,unknown
U_12544,35-44,M
U_12545,18-24,M
U_12546,25-34,M
U_12547,18-24,F
U_12548,25-34,F
U_12549,25-34,F
U_12550,18-24,F
U_12551,25-34,F
U_12552,18-24,M
U_12553,35-44,M
U_12554,45+,F
U_12555,18-24,F
U_12556,45+,F
U_12557,25-34,F
U_12558,25-34,F
U_12559,18-24,F
U_12560,25-34,F
U_12561,35-44,F
U_12562,35-44,M
U_12563,18-24,F
U_12564,18-24,unknown
U_12565,25-34,M
U_12566,25-34,F
U_12567,18-24,F
U_12568,25-34,M
U_12569,35-44,F
U_12570,45+,M
U_12571,25-34,unknown
U_12572,45+,F
U_12573,25-34,M
U_12574,25-34,M
U_12575,18-24,F
U_12576,35-44,M
U_12577,45+,M
U_12578,35-44,F
U_12579,25-34,M
U_12580,35-44,M
U_12581,18-24,F
U_12582,45+,unknown
U_12583,25-34,F
U_12584,25-34,F
U_12585,25-34,M
U_12586,35-44,M
U_12587,18-24,M
U_12588,35-44,F
U_12589,18-24,unknown
U_12590,35-44,F
U_12591,35-44,F
U_12592,35-44,F
U_12593,25-34,M
U_12594,25-34,M
U_12595,18-24,M
U_12596,35-44,M
U_12597,25-34,F
U_12598,25-34,M
U_12599,25-34,F
U_12600,18-24,F
U_12601,35-44,M
U_12602,18-24,F
U_12603,35-44,F
U_12604,25-34,M
U_12605,18-24,F
U_12606,25-34,F
U_12607,18-24,F
U_12608,25-34,F
U_12609,35-44,F
U_12610,18-24,F
U_12611,35-44,M
U_12612,18-24,M
U_12613,18-24,M
U_12614,35-44,M
U_12615,25-34,unknown
U_12616,18-24,F
U_12617,25-34,M
U_12618,25-34,M
U_12619,35-44,M
U_12620,25-34,F
U_12621,35-44,F
U_12622,45+,F
U_12623,25-34,unknown
U_12624,45+,M
U_12625,25-34,M
U_12626,45+,M
U_12627,18-24,M
U_12628,35-44,unknown
U_12629,25-34,F
U_12630,25-34,F
U_12631,35-44,F
U_12632,35-44,M
U_12633,18-24,M
U_12634,18-24,F
U_12635,35-44,F
U_12636,35-44,M
U_12637,45+,F
U_12638,35-44,F
U_12639,45+,M
U_12640,35-44,F
U_12641,25-34,M
U_12642,18-24,F
U_12643,35-44,F
U_12644,35-44,unknown
U_12645,18-24,M
U_12646,25-34,M
U_12647,45+,M
U_12648,25-34,M
U_12649,25-34,F
U_12650,25-34,unknown
U_12651,18-24,M
U_12652,25-34,M
U_12653,25-34,M
U_12654,18-24,F
U_12655,35-44,M
U_12656,25-34,M
U_12657,35-44,F
U_12658,45+,M
U_12659,18-24,F
U_12660,35-44,F
U_12661,25-34,M
U_12662,45+,F
U_12663,18-24,F
U_12664,35-44,F
U_12665,35-44,M
U_12666,25-34,M
U_12667,18-24,F
U_12668,35-44,F
U_12669,35-44,M
U_12670,25-34,M
U_12671,35-44,M
U_12672,25-34,M
U_12673,35-44,F
U_12674,18-24,M
U_12675,45+,M
U_12676,25-34,F
U_12677,25-34,M
U_12678,18-24,F
U_12679,18-24,F
U_12680,25-34,M
U_12681,25-34,F
U_12682,35-44,F
U_12683,18-24,M
U_12684,25-34,M
U_12685,25-34,F
U_12686,18-24,unknown
U_12687,18-24,F
U_12688,25-34,M
U_12689,25-34,F
U_12690,25-34,M
U_12691,25-34,F
U_12692,25-34,F
U_12693,18-24,F
U_12694,25-34,F
U_12695,45+,F
U_12696,25-34,F
U_12697,35-44,M
U_12698,25-34,F
U_12699,35-44,unknown
U_12700,35-44,M
U_12701,25-34,F
U_12702,45+,M
U_12703,18-24,F
U_12704,18-24,F
U_12705,35-44,M
U_12706,35-44,F
U_12707,18-24,M
U_12708,25-34,F
U_12709,18-24,F
U_12710,25-34,M
U_12711,35-44,M
U_12712,25-34,M
U_12713,25-34,F
U_12714,25-34,F
U_12715,18-24,M
U_12716,25-34,M
U_12717,35-44,M
U_12718,45+,F
U_12719,35-44,F
U_12720,18-24,M
U_12721,45+,F
U_12722,35-44,M
U_12723,35-44,unknown
U_12724,25-34,unknown
U_12725,25-34,F
U_12726,25-34,unknown
U_12727,18-24,F
U_12728,18-24,F
U_12729,18-24,F
U_12730,25-34,M
U_12731,35-44,M
U_12732,25-34,M
U_12733,18-24,F
U_12734,45+,M
U_12735,45+,M
U_12736,35-44,F
U_12737,45+,M
U_12738,25-34,F
U_12739,45+,unknown
U_12740,18-24,F
U_12741,25-34,F
U_12742,18-24,F
U_12743,18-24,F
U_12744,18-24,M
U_12745,35-44,F
U_12746,35-44,M
U_12747,25-34,M
U_12748,18-24,F
U_12749,35-44,M
U_12750,35-44,M
U_12751,25-34,M
U_12752,35-44,M
U_12753,25-34,M
U_12754,25-34,M
U_12755,45+,F
U_12756,25-34,F
U_12757,25-34,M
U_12758,45+,F
U_12759,35-44,M
U_12760,18-24,M
U_12761,18-24,M
U_12762,18-24,F
U_12763,35-44,M
U_12764,25-34,F
U_12765,18-24,F
U_12766,45+,F
U_12767,25-34,F
U_12768,18-24,unknown
U_12769,25-34,M
U_12770,35-44,M
U_12771,18-24,F
U_12772,25-34,F
U_12773,35-44,M
U_12774,25-34,M
U_12775,25-34,F
U_12776,25-34,M
U_12777,18-24,M
U_12778,18-24,unknown
U_12779,25-34,F
U_12780,18-24,F
U_12781,18-24,F
U_12782,35-44,F
U_12783,45+,M
U_12784,35-44,M
U_12785,45+,F
U_12786,18-24,F
U_12787,45+,M
U_12788,18-24,unknown
U_12789,45+,F
U_12790,45+,M
U_12791,35-44,M
U_12792,45+,M
U_12793,25-34,F
U_12794,25-34,unknown
U_12795,25-34,M
U_12796,25-34,unknown
U_12797,18-24,F
U_12798,35-44,F
U_12799,45+,F
U_12800,18-24,M
U_12801,35-44,F
U_12802,45+,M
U_12803,45+,F
U_12804,45+,M
U_12805,25-34,F
U_12806,45+,F
U_12807,35-44,M
U_12808,18-24,M
U_12809,25-34,F
U_12810,35-44,F
U_12811,18-24,M
U_12812,35-44,F
U_12813,35-44,M
U_12814,18-24,M
U_12815,25-34,M
U_12816,35-44,M
U_12817,25-34,F
U_12818,18-24,unknown
U_12819,18-24,M
U_12820,25-34,F
U_12821,45+,M
U_12822,18-24,F
U_12823,35-44,M
U_12824,18-24,F
U_12825,25-34,unknown
U_12826,35-44,M
U_12827,35-44,F
U_12828,18-24,M
U_12829,25-34,M
U_12830,18-24,M
U_12831,25-34,M
U_12832,35-44,M
U_12833,18-24,M
U_12834,25-34,M
U_12835,25-34,M
U_12836,45+,F
U_12837,45+,unknown
U_12838,18-24,M
U_12839,35-44,M
U_12840,25-34,M
U_12841,25-34,F
U_12842,35-44,F
U_12843,45+,F
U_12844,45+,M
U_12845,25-34,M
U_12846,25-34,M
U_12847,35-44,unknown
U_12848,25-34,F
U_12849,25-34,M
U_12850,25-34,F
U_12851,35-44,M
U_12852,18-24,M
U_12853,18-24,F
U_12854,45+,F
U_12855,18-24,M
U_12856,25-34,M
U_12857,18-24,F
U_12858,18-24,F
U_12859,18-24,F
U_12860,18-24,M
U_12861,45+,M
U_12862,25-34,unknown
U_12863,45+,F
U_12864,25-34,M
U_12865,25-34,F
U_12866,25-34,F
U_12867,25-34,M
U_12868,35-44,M
U_12869,25-34,F
U_12870,25-34,F
U_12871,45+,F
U_12872,45+,F
U_12873,45+,M
U_12874,25-34,M
U_12875,35-44,unknown
U_12876,25-34,M
U_12877,25-34,F
U_12878,18-24,F
U_12879,25-34,F
U_12880,18-24,M
U_12881,25-34,F
U_12882,45+,F
U_12883,18-24,F
U_12884,18-24,F
U_12885,18-24,M
U_12886,45+,M
U_12887,25-34,M
U_12888,25-34,M
U_12889,35-44,unknown
U_12890,35-44,F
U_12891,25-34,F
U_12892,35-44,F
U_12893,35-44,M
U_12894,35-44,unknown
U_12895,18-24,M
U_12896,45+,M
U_12897,25-34,F
U_12898,25-34,F
U_12899,25-34,F
U_12900,18-24,M
U_12901,18-24,F
U_12902,35-44,M
U_12903,18-24,M
U_12904,25-34,F
U_12905,25-34,F
U_12906,18-24,F
U_12907,45+,F
U_12908,18-24,F
U_12909,25-34,F
U_12910,25-34,F
U_12911,18-24,F
U_12912,18-24,unknown
U_12913,35-44,unknown
U_12914,45+,M
U_12915,18-24,F
U_12916,35-44,F
U_12917,35-44,M
U_12918,35-44,F
U_12919,25-34,M
U_12920,25-34,F
U_12921,25-34,F
U_12922,35-44,M
U_12923,35-44,M
U_12924,18-24,unknown
U_12925,25-34,M
U_12926,45+,M
U_12927,35-44,M
U_12928,45+,F
U_12929,35-44,F
U_12930,25-34,F
U_12931,25-34,F
U_12932,35-44,F
U_12933,18-24,F
U_12934,25-34,M
U_12935,35-44,F
U_12936,18-24,F
U_12937,35-44,F
U_12938,25-34,M
U_12939,45+,M
U_12940,18-24,M
U_12941,25-34,M
U_12942,35-44,F
U_12943,25-34,M
U_12944,35-44,F
U_12945,35-44,M
U_12946,18-24,M
U_12947,25-34,F
U_12948,25-34,M
U_12949,25-34,F
U_12950,45+,M
U_12951,35-44,M
U_12952,35-44,F
U_12953,35-44,F
U_12954,25-34,M
U_12955,45+,M
U_12956,35-44,F
U_12957,35-44,unknown
U_12958,45+,F
U_12959,25-34,M
U_12960,35-44,unknown
U_12961,18-24,M
U_12962,25-34,M
U_12963,25-34,F
U_12964,45+,M
U_12965,45+,M
U_12966,35-44,M
U_12967,35-44,M
U_12968,25-34,F
U_12969,45+,F
U_12970,25-34,M
U_12971,25-34,F
U_12972,18-24,unknown
U_12973,35-44,F
U_12974,35-44,M
U_12975,25-34,unknown
U_12976,18-24,F
U_12977,35-44,M
U_12978,18-24,M
U_12979,35-44,M
U_12980,45+,F
U_12981,25-34,M
U_12982,18-24,F
U_12983,35-44,M
U_12984,35-44,unknown
U_12985,25-34,M
U_12986,45+,unknown
U_12987,18-24,unknown
U_12988,25-34,M
U_12989,35-44,F
U_12990,45+,M
U_12991,18-24,unknown
U_12992,35-44,F
U_12993,25-34,M
U_12994,25-34,M
U_12995,18-24,M
U_12996,45+,unknown
U_12997,18-24,F
U_12998,25-34,F
U_12999,25-34,M
U_13000,45+,M
U_13001,35-44,unknown
U_13002,35-44,M
U_13003,25-34,unknown
U_13004,35-44,M
U_13005,25-34,M
U_13006,35-44,F
U_13007,45+,unknown
U_13008,18-24,unknown
U_13009,35-44,M
U_13010,18-24,M
U_13011,25-34,F
U_13012,25-34,F
U_13013,25-34,F
U_13014,25-34,M
U_13015,35-44,unknown
U_13016,25-34,F
U_13017,35-44,F
U_13018,25-34,F
U_13019,18-24,M
U_13020,35-44,unknown
U_13021,25-34,F
U_13022,25-34,F
U_13023,35-44,unknown
U_13024,25-34,F
U_13025,18-24,F
U_13026,25-34,M
U_13027,45+,M
U_13028,35-44,M
U_13029,35-44,M
U_13030,35-44,M
U_13031,18-24,M
U_13032,25-34,M
U_13033,35-44,M
U_13034,18-24,M
U_13035,25-34,M
U_13036,25-34,F
U_13037,25-34,F
U_13038,45+,M
U_13039,18-24,F
U_13040,25-34,F
U_13041,18-24,M
U_13042,45+,F
U_13043,18-24,unknown
U_13044,25-34,F
U_13045,35-44,M
U_13046,35-44,F
U_13047,25-34,M
U_13048,25-34,F
U_13049,25-34,unknown
U_13050,25-34,F
U_13051,18-24,unknown
U_13052,25-34,M
U_13053,25-34,unknown
U_13054,25-34,F
U_13055,35-44,M
U_13056,45+,F
U_13057,35-44,M
U_13058,18-24,M
U_13059,18-24,F
U_13060,45+,M
U_13061,25-34,F
U_13062,18-24,M
U_13063,25-34,M
U_13064,35-44,unknown
U_13065,35-44,M
U_13066,25-34,F
U_13067,18-24,F
U_13068,45+,F
U_13069,25-34,unknown
U_13070,35-44,F
U_13071,35-44,M
U_13072,35-44,F
U_13073,25-34,M
U_13074,25-34,F
U_13075,25-34,unknown
U_13076,45+,F
U_13077,45+,F
U_13078,18-24,F
U_13079,18-24,F
U_13080,45+,unknown
U_13081,35-44,M
U_13082,45+,M
U_13083,18-24,F
U_13084,25-34,F
U_13085,35-44,M
U_13086,35-44,M
U_13087,25-34,M
U_13088,18-24,unknown
U_13089,25-34,F
U_13090,25-34,M
U_13091,25-34,M
U_13092,45+,M
U_13093,25-34,M
U_13094,35-44,M
U_13095,18-24,unknown
U_13096,35-44,unknown
U_13097,45+,M
U_13098,18-24,M
U_13099,18-24,M
U_13100,25-34,F
U_13101,18-24,M
U_13102,35-44,M
U_13103,45+,M
U_13104,25-34,F
U_13105,25-34,F
U_13106,25-34,F
U_13107,35-44,M
U_13108,18-24,unknown
U_13109,25-34,unknown
U_13110,35-44,M
U_13111,35-44,M
U_13112,18-24,F
U_13113,35-44,M
U_13114,18-24,M
U_13115,18-24,F
U_13116,45+,F
U_13117,35-44,M
U_13118,18-24,F
U_13119,18-24,unknown
U_13120,18-24,M
U_13121,25-34,F
U_13122,18-24,M
U_13123,18-24,M
U_13124,25-34,F
U_13125,35-44,M
U_13126,35-44,M
U_13127,35-44,M
U_13128,18-24,F
U_13129,45+,F
U_13130,35-44,M
U_13131,35-44,F
U_13132,35-44,M
U_13133,45+,F
U_13134,25-34,M
U_13135,18-24,F
U_13136,35-44,unknown
U_13137,35-44,unknown
U_13138,35-44,M
U_13139,25-34,F
U_13140,18-24,M
U_13141,25-34,unknown
U_13142,45+,M
U_13143,25-34,M
U_13144,25-34,M
U_13145,25-34,M
U_13146,25-34,F
U_13147,45+,unknown
U_13148,35-44,F
U_13149,35-44,F
U_13150,25-34,F
U_13151,35-44,M
U_13152,18-24,M
U_13153,35-44,M
U_13154,25-34,M
U_13155,25-34,M
U_13156,35-44,M
U_13157,45+,M
U_13158,18-24,M
U_13159,35-44,unknown
U_13160,25-34,M
U_13161,25-34,F
U_13162,18-24,F
U_13163,25-34,F
U_13164,25-34,M
U_13165,18-24,M
U_13166,25-34,M
U_13167,45+,M
U_13168,18-24,M
U_13169,35-44,F
U_13170,25-34,F
U_13171,35-44,F
U_13172,25-34,M
U_13173,18-24,M
U_13174,18-24,F
U_13175,18-24,M
U_13176,18-24,F
U_13177,35-44,F
U_13178,45+,M
U_13179,35-44,M
U_13180,35-44,F
U_13181,18-24,M
U_13182,25-34,M
U_13183,25-34,M
U_13184,18-24,M
U_13185,25-34,F
U_13186,25-34,F
U_13187,25-34,M
U_13188,25-34,unknown
U_13189,35-44,unknown
U_13190,35-44,unknown
U_13191,25-34,F
U_13192,45+,M
U_13193,45+,M
U_13194,25-34,F
U_13195,25-34,F
U_13196,25-34,F
U_13197,45+,unknown
U_13198,45+,F
U_13199,18-24,M
U_13200,25-34,M
U_13201,25-34,M
U_13202,25-34,F
U_13203,18-24,F
U_13204,45+,F
U_13205,35-44,F
U_13206,35-44,unknown
U_13207,45+,F
U_13208,35-44,F
U_13209,25-34,M
U_13210,35-44,F
U_13211,18-24,F
U_13212,35-44,M
U_13213,18-24,M
U_13214,35-44,unknown
U_13215,18-24,M
U_13216,18-24,F
U_13217,18-24,M
U_13218,18-24,F
U_13219,35-44,F
U_13220,35-44,M
U_13221,25-34,M
U_13222,18-24,unknown
U_13223,18-24,F
U_13224,18-24,F
U_13225,18-24,M
U_13226,45+,M
U_13227,18-24,M
U_13228,25-34,F
U_13229,18-24,M
U_13230,18-24,M
U_13231,25-34,M
U_13232,35-44,M
U_13233,18-24,F
U_13234,18-24,M
U_13235,25-34,F
U_13236,18-24,unknown
U_13237,18-24,M
U_13238,45+,F
U_13239,35-44,unknown
U_13240,25-34,unknown
U_13241,25-34,M
U_13242,25-34,M
U_13243,25-34,M
U_13244,35-44,F
U_13245,35-44,F
U_13246,18-24,F
U_13247,25-34,M
U_13248,25-34,M
U_13249,45+,F
U_13250,35-44,F
U_13251,25-34,F
U_13252,18-24,M
U_13253,35-44,M
U_13254,18-24,M
U_13255,25-34,M
U_13256,18-24,M
U_13257,35-44,M
U_13258,18-24,M
U_13259,25-34,M
U_13260,45+,M
U_13261,18-24,F
U_13262,25-34,M
U_13263,25-34,F
U_13264,18-24,F
U_13265,35-44,F
U_13266,18-24,unknown
U_13267,25-34,M
U_13268,25-34,F
U_13269,35-44,unknown
U_13270,35-44,F
U_13271,25-34,M
U_13272,18-24,M
U_13273,35-44,M
U_13274,25-34,F
U_13275,35-44,F
U_13276,35-44,M
U_13277,35-44,F
U_13278,25-34,F
U_13279,25-34,M
U_13280,35-44,F
U_13281,25-34,F
U_13282,18-24,M
U_13283,45+,F
U_13284,45+,M
U_13285,25-34,F
U_13286,18-24,unknown
U_13287,25-34,F
U_13288,35-44,M
U_13289,45+,M
U_13290,18-24,M
U_13291,18-24,F
U_13292,45+,M
U_13293,25-34,F
U_13294,25-34,M
U_13295,45+,M
U_13296,18-24,M
U_13297,35-44,unknown
U_13298,18-24,F
U_13299,25-34,M
U_13300,35-44,M
U_13301,25-34,F
U_13302,45+,M
U_13303,25-34,F
U_13304,25-34,F
U_13305,18-24,F
U_13306,25-34,F
U_13307,25-34,F
U_13308,18-24,unknown
U_13309,25-34,unknown
U_13310,25-34,F
U_13311,35-44,M
U_13312,35-44,F
U_13313,35-44,M
U_13314,18-24,F
U_13315,18-24,F
U_13316,35-44,M
U_13317,25-34,M
U_13318,18-24,F
U_13319,35-44,F
U_13320,35-44,F
U_13321,25-34,F
U_13322,18-24,M
U_13323,35-44,F
U_13324,25-34,M
U_13325,35-44,F
U_13326,35-44,M
U_13327,35-44,F
U_13328,25-34,M
U_13329,18-24,M
U_13330,35-44,unknown
U_13331,35-44,M
U_13332,35-44,M
U_13333,18-24,F
U_13334,18-24,F
U_13335,45+,M
U_13336,35-44,F
U_13337,45+,F
U_13338,35-44,M
U_13339,25-34,M
U_13340,35-44,M
U_13341,45+,F
U_13342,25-34,M
U_13343,35-44,M
U_13344,18-24,F
U_13345,25-34,F
U_13346,35-44,M
U_13347,25-34,F
U_13348,18-24,M
U_13349,25-34,M
U_13350,18-24,F
U_13351,18-24,unknown
U_13352,25-34,M
U_13353,45+,F
U_13354,25-34,F
U_13355,18-24,M
U_13356,18-24,F
U_13357,35-44,M
U_13358,25-34,unknown
U_13359,35-44,F
U_13360,35-44,M
U_13361,35-44,M
U_13362,25-34,M
U_13363,35-44,M
U_13364,25-34,M
U_13365,45+,M
U_13366,35-44,F
U_13367,25-34,M
U_13368,25-34,F
U_13369,18-24,F
U_13370,35-44,F
U_13371,18-24,F
U_13372,25-34,M
U_13373,25-34,M
U_13374,35-44,F
U_13375,35-44,F
U_13376,35-44,F
U_13377,35-44,F
U_13378,18-24,unknown
U_13379,18-24,F
U_13380,35-44,F
U_13381,25-34,M
U_13382,25-34,M
U_13383,18-24,F
U_13384,25-34,M
U_13385,18-24,M
U_13386,45+,M
U_13387,18-24,F
U_13388,25-34,M
U_13389,18-24,F
U_13390,35-44,M
U_13391,25-34,M
U_13392,45+,M
U_13393,45+,M
U_13394,25-34,F
U_13395,45+,M
U_13396,45+,M
U_13397,35-44,F
U_13398,35-44,F
U_13399,18-24,M
U_13400,25-34,M
U_13401,18-24,unknown
U_13402,18-24,F
U_13403,45+,M
U_13404,25-34,F
U_13405,35-44,M
U_13406,35-44,M
U_13407,45+,F
U_13408,45+,F
U_13409,18-24,M
U_13410,18-24,F
U_13411,25-34,M
U_13412,18-24,M
U_13413,18-24,M
U_13414,25-34,M
U_13415,35-44,unknown
U_13416,25-34,F
U_13417,25-34,M
U_13418,35-44,unknown
U_13419,18-24,F
U_13420,18-24,F
U_13421,35-44,unknown
U_13422,35-44,M
U_13423,35-44,F
U_13424,18-24,F
U_13425,35-44,F
U_13426,35-44,F
U_13427,25-34,M
U_13428,35-44,F
U_13429,45+,M
U_13430,25-34,M
U_13431,25-34,M
U_13432,45+,unknown
U_13433,35-44,M
U_13434,25-34,F
U_13435,35-44,M
U_13436,25-34,unknown
U_13437,18-24,M
U_13438,25-34,F
U_13439,45+,F
U_13440,45+,M
U_13441,25-34,M
U_13442,25-34,F
U_13443,18-24,unknown
U_13444,45+,F
U_13445,45+,M
U_13446,35-44,F
U_13447,35-44,M
U_13448,35-44,F
U_13449,25-34,F
U_13450,18-24,M
U_13451,25-34,F
U_13452,35-44,F
U_13453,35-44,F
U_13454,25-34,M
U_13455,45+,M
U_13456,18-24,F
U_13457,25-34,M
U_13458,35-44,M
U_13459,35-44,unknown
U_13460,35-44,M
U_13461,25-34,unknown
U_13462,18-24,M
U_13463,35-44,M
U_13464,25-34,F
U_13465,18-24,F
U_13466,35-44,F
U_13467,25-34,F
U_13468,35-44,F
U_13469,35-44,M
U_13470,18-24,M
U_13471,18-24,M
U_13472,35-44,F
U_13473,35-44,M
U_13474,35-44,M
U_13475,35-44,F
U_13476,35-44,M
U_13477,45+,M
U_13478,25-34,F
U_13479,25-34,M
U_13480,25-34,F
U_13481,18-24,F
U_13482,25-34,M
U_13483,25-34,F
U_13484,45+,M
U_13485,25-34,F
U_13486,25-34,unknown
U_13487,25-34,F
U_13488,18-24,F
U_13489,18-24,M
U_13490,25-34,M
U_13491,18-24,F
U_13492,35-44,M
U_13493,45+,M
U_13494,45+,M
U_13495,35-44,F
U_13496,18-24,M
U_13497,45+,unknown
U_13498,45+,M
U_13499,18-24,M
U_13500,35-44,F
U_13501,25-34,M
U_13502,35-44,F
U_13503,45+,M
U_13504,18-24,M
U_13505,45+,M
U_13506,35-44,unknown
U_13507,45+,F
U_13508,25-34,F
U_13509,35-44,M
U_13510,18-24,F
U_13511,25-34,F
U_13512,18-24,unknown
U_13513,45+,F
U_13514,35-44,F
U_13515,45+,M
U_13516,45+,F
U_13517,18-24,F
U_13518,25-34,unknown
U_13519,18-24,M
U_13520,18-24,M
U_13521,18-24,M
U_13522,25-34,M
U_13523,25-34,M
U_13524,18-24,F
U_13525,18-24,F
U_13526,18-24,F
U_13527,45+,F
U_13528,35-44,M
U_13529,45+,F
U_13530,25-34,M
U_13531,25-34,unknown
U_13532,35-44,M
U_13533,25-34,M
U_13534,25-34,M
U_13535,18-24,F
U_13536,18-24,M
U_13537,25-34,M
U_13538,25-34,F
U_13539,35-44,F
U_13540,18-24,M
U_13541,18-24,F
U_13542,35-44,F
U_13543,18-24,M
U_13544,25-34,F
U_13545,45+,M
U_13546,18-24,F
U_13547,18-24,F
U_13548,25-34,F
U_13549,25-34,F
U_13550,25-34,M
U_13551,35-44,M
U_13552,18-24,F
U_13553,25-34,F
U_13554,25-34,M
U_13555,18-24,F
U_13556,35-44,M
U_13557,25-34,M
U_13558,25-34,F
U_13559,18-24,M
U_13560,25-34,F
U_13561,25-34,M
U_13562,35-44,M
U_13563,18-24,F
U_13564,25-34,F
U_13565,25-34,M
U_13566,35-44,M
U_13567,25-34,M
U_13568,35-44,F
U_13569,35-44,unknown
U_13570,45+,F
U_13571,25-34,M
U_13572,25-34,M
U_13573,35-44,unknown
U_13574,45+,F
U_13575,45+,F
U_13576,25-34,F
U_13577,18-24,M
U_13578,25-34,F
U_13579,35-44,unknown
U_13580,25-34,F
U_13581,25-34,M
U_13582,35-44,M
U_13583,25-34,M
U_13584,45+,F
U_13585,25-34,M
U_13586,25-34,M
U_13587,25-34,unknown
U_13588,35-44,M
U_13589,18-24,M
U_13590,18-24,M
U_13591,45+,M
U_13592,18-24,M
U_13593,25-34,unknown
U_13594,25-34,F
U_13595,25-34,F
U_13596,35-44,M
U_13597,18-24,F
U_13598,25-34,M
U_13599,25-34,M
U_13600,35-44,unknown
U_13601,18-24,M
U_13602,25-34,M
U_13603,18-24,F
U_13604,25-34,F
U_13605,18-24,M
U_13606,18-24,M
U_13607,35-44,M
U_13608,25-34,F
U_13609,45+,M
U_13610,45+,M
U_13611,25-34,F
U_13612,18-24,F
U_13613,25-34,M
U_13614,35-44,M
U_13615,25-34,F
U_13616,18-24,F
U_13617,25-34,M
U_13618,35-44,M
U_13619,35-44,M
U_13620,18-24,M
U_13621,35-44,F
U_13622,18-24,M
U_13623,18-24,F
U_13624,45+,F
U_13625,18-24,F
U_13626,25-34,M
U_13627,18-24,F
U_13628,45+,M
U_13629,35-44,F
U_13630,35-44,unknown
U_13631,35-44,M
U_13632,18-24,M
U_13633,25-34,M
U_13634,25-34,F
U_13635,18-24,F
U_13636,25-34,F
U_13637,45+,F
U_13638,18-24,M
U_13639,25-34,F
U_13640,18-24,F
U_13641,18-24,F
U_13642,45+,F
U_13643,25-34,F
U_13644,25-34,F
U_13645,35-44,F
U_13646,18-24,F
U_13647,25-34,F
U_13648,25-34,F
U_13649,25-34,F
U_13650,45+,F
U_13651,35-44,M
U_13652,25-34,M
U_13653,35-44,M
U_13654,18-24,F
U_13655,18-24,F
U_13656,18-24,unknown
U_13657,25-34,M
U_13658,25-34,M
U_13659,35-44,M
U_13660,45+,M
U_13661,25-34,F
U_13662,25-34,M
U_13663,18-24,F
U_13664,18-24,F
U_13665,25-34,F
U_13666,25-34,F
U_13667,35-44,M
U_13668,18-24,M
U_13669,18-24,F
U_13670,25-34,F
U_13671,18-24,M
U_13672,18-24,M
U_13673,35-44,M
U_13674,18-24,M
U_13675,35-44,unknown
U_13676,25-34,F
U_13677,18-24,M
U_13678,25-34,F
U_13679,35-44,F
U_13680,25-34,M
U_13681,35-44,unknown
U_13682,18-24,F
U_13683,35-44,F
U_13684,18-24,F
U_13685,35-44,F
U_13686,25-34,M
U_13687,45+,F
U_13688,25-34,unknown
U_13689,18-24,M
U_13690,18-24,F
U_13691,35-44,F
U_13692,25-34,M
U_13693,35-44,F
U_13694,18-24,M
U_13695,25-34,F
U_13696,18-24,M
U_13697,45+,unknown
U_13698,35-44,M
U_13699,45+,M
U_13700,25-34,M
U_13701,35-44,unknown
U_13702,35-44,F
U_13703,25-34,F
U_13704,35-44,F
U_13705,45+,F
U_13706,45+,M
U_13707,35-44,F
U_13708,25-34,M
U_13709,25-34,unknown
U_13710,45+,F
U_13711,18-24,M
U_13712,35-44,M
U_13713,35-44,F
U_13714,35-44,M
U_13715,45+,M
U_13716,25-34,M
U_13717,25-34,F
U_13718,18-24,F
U_13719,25-34,M
U_13720,25-34,M
U_13721,25-34,F
U_13722,35-44,F
U_13723,45+,M
U_13724,18-24,M
U_13725,25-34,unknown
U_13726,45+,unknown
U_13727,18-24,unknown
U_13728,18-24,F
U_13729,18-24,M
U_13730,25-34,M
U_13731,18-24,M
U_13732,45+,M
U_13733,25-34,unknown
U_13734,25-34,F
U_13735,18-24,F
U_13736,25-34,M
U_13737,35-44,unknown
U_13738,35-44,F
U_13739,35-44,M
U_13740,25-34,F
U_13741,45+,M
U_13742,35-44,M
U_13743,35-44,F
U_13744,18-24,F
U_13745,18-24,M
U_13746,18-24,M
U_13747,35-44,unknown
U_13748,25-34,F
U_13749,25-34,F
U_13750,45+,M
U_13751,45+,M
U_13752,45+,M
U_13753,25-34,M
U_13754,35-44,M
U_13755,25-34,M
U_13756,18-24,F
U_13757,18-24,M
U_13758,25-34,F
U_13759,25-34,M
U_13760,35-44,F
U_13761,18-24,M
U_13762,35-44,F
U_13763,25-34,M
U_13764,25-34,unknown
U_13765,25-34,F
U_13766,25-34,F
U_13767,25-34,M
U_13768,25-34,F
U_13769,18-24,F
U_13770,18-24,M
U_13771,25-34,F
U_13772,45+,F
U_13773,25-34,F
U_13774,35-44,F
U_13775,35-44,F
U_13776,45+,unknown
U_13777,35-44,M
U_13778,25-34,F
U_13779,35-44,F
U_13780,45+,F
U_13781,25-34,unknown
U_13782,25-34,M
U_13783,18-24,M
U_13784,35-44,M
U_13785,35-44,M
U_13786,18-24,M
U_13787,25-34,F
U_13788,25-34,M
U_13789,18-24,F
U_13790,45+,F
U_13791,18-24,M
U_13792,18-24,M
U_13793,25-34,F
