user_id,age,gender,city_tier,membership_level,historical_gmv,historical_orders,activity_score,coupon_sensitivity,treatment,gmv
15748,37,1,2,1,38.05,0,54.8,0.191,0,88.76
15749,34,0,2,1,139.9,1,24.31,0.275,1,111.05
15750,25,1,2,0,225.81,1,23.8,0.294,0,96.99
15751,34,1,2,1,528.86,0,27.15,0.42,0,126.76
15752,22,1,3,3,872.4,2,17.64,0.537,1,229.0
15753,48,1,3,2,207.1,0,39.37,0.549,1,159.43
15754,21,0,2,1,87.2,0,61.31,0.29,1,152.01
15755,33,1,2,1,516.37,0,21.83,0.182,1,165.64
15756,24,1,2,0,70.98,0,29.87,0.68,1,137.76
15757,40,0,3,0,21.87,0,0.34,0.311,0,54.41
15758,31,0,3,0,457.97,2,35.74,0.444,1,177.83
15759,29,1,2,3,726.83,0,16.89,0.312,1,189.42
15760,43,0,3,3,55.36,0,0.98,0.345,0,106.05
15761,35,0,2,2,1560.85,4,31.1,0.667,1,297.68
15762,40,0,3,1,298.77,0,27.18,0.178,0,136.02
15763,25,1,2,0,249.82,1,14.48,0.135,0,101.2
15764,20,1,2,1,79.84,0,13.61,0.884,1,167.17
15765,36,0,2,1,503.08,1,49.36,0.201,0,162.48
15766,31,1,4,1,23.83,0,31.33,0.298,1,102.75
15767,41,1,3,1,98.72,0,51.67,0.438,0,110.63
15768,34,0,4,2,61.57,0,55.46,0.662,1,199.17
15769,37,0,1,2,30.85,0,62.5,0.524,1,134.21
15770,18,1,2,1,418.04,0,31.56,0.208,1,156.48
15771,53,1,2,2,223.49,1,6.32,0.608,1,190.75
15772,33,1,3,0,389.8,1,25.51,0.431,0,85.42
15773,41,0,3,1,106.28,0,23.31,0.849,0,103.7
15774,26,0,3,0,484.01,0,18.85,0.232,0,111.1
15775,38,1,3,0,162.81,1,26.53,0.454,0,65.88
15776,21,0,3,0,84.22,0,21.22,0.645,0,87.76
15777,39,1,4,0,68.95,0,66.8,0.244,1,142.15
15778,31,0,2,3,13.74,1,45.96,0.308,1,171.46
15779,35,0,3,1,600.19,3,59.41,0.468,0,146.66
15780,41,0,4,3,523.79,0,32.58,0.179,0,144.32
15781,22,0,2,0,4978.29,14,34.66,0.366,1,543.1
15782,28,0,3,0,99.33,0,10.71,0.293,0,68.97
15783,39,0,2,1,66.68,0,18.37,0.023,0,97.64
15784,55,1,2,1,19.26,0,47.59,0.446,0,65.15
15785,33,1,3,1,469.64,2,29.55,0.231,0,106.25
15786,40,0,2,1,356.31,0,28.53,0.43,1,171.86
15787,33,1,2,2,955.41,2,22.81,0.559,0,191.27
15788,54,0,4,1,49.4,0,24.71,0.537,0,94.3
15789,18,0,1,1,350.6,2,55.4,0.119,0,122.69
15790,35,1,1,1,79.32,0,32.04,0.697,1,136.89
15791,18,1,3,2,744.31,2,26.13,0.324,0,139.95
15792,18,1,2,1,282.44,0,43.2,0.697,0,93.4
15793,37,0,2,1,22.95,0,17.81,0.766,0,53.5
15794,36,1,2,0,126.79,0,58.12,0.373,1,121.78
15795,32,1,1,1,14.33,0,47.14,0.345,0,84.07
15796,33,0,1,3,36.75,0,43.58,0.509,0,91.43
15797,65,0,4,0,39.51,0,55.11,0.393,0,94.28
15798,32,1,2,2,68.78,0,24.69,0.558,0,64.23
15799,40,1,2,1,108.29,0,56.62,0.235,0,110.22
15800,28,0,4,1,180.82,0,29.88,0.26,0,87.02
15801,37,0,3,3,170.28,0,51.5,0.49,1,185.74
15802,32,0,1,1,144.22,0,36.17,0.554,1,154.46
15803,30,1,3,2,221.15,0,16.84,0.178,0,111.26
15804,53,1,3,1,33.12,0,36.19,0.106,0,72.2
15805,46,0,3,0,162.04,0,41.72,0.52,1,139.73
15806,36,0,3,1,829.94,5,10.04,0.311,1,198.27
15807,18,1,2,3,121.64,0,6.49,0.771,0,88.39
15808,31,1,2,2,268.7,2,40.52,0.523,0,89.19
15809,62,1,2,0,240.31,1,63.42,0.392,0,110.0
15810,32,0,3,1,417.68,1,47.65,0.378,1,154.82
15811,46,1,3,1,209.47,1,48.98,0.358,0,95.87
15812,49,1,1,1,409.3,0,16.98,0.394,0,118.39
15813,37,0,1,0,272.8,1,30.64,0.654,1,164.74
15814,26,1,4,0,326.6,0,18.88,0.403,0,115.96
15815,18,1,2,2,252.28,0,12.94,0.673,1,182.23
15816,41,1,2,2,44.34,0,50.12,0.421,1,165.81
15817,26,1,3,2,36.42,0,23.41,0.286,0,78.69
15818,36,1,2,3,97.14,0,59.24,0.034,0,98.98
15819,22,0,2,1,955.25,4,8.83,0.379,0,148.12
15820,32,0,2,2,120.79,0,4.6,0.231,1,98.39
15821,35,1,3,1,215.18,0,40.93,0.201,0,101.39
15822,37,1,2,3,14.0,0,5.12,0.52,0,48.57
15823,23,1,4,0,187.26,1,15.41,0.647,1,164.12
15824,46,0,2,0,164.53,0,10.47,0.685,1,145.33
15825,29,1,3,2,6.0,0,24.52,0.445,0,92.21
15826,18,1,1,3,210.41,0,36.55,0.442,0,162.94
15827,33,1,2,2,20.47,0,33.99,0.55,0,81.64
15828,35,1,3,2,62.15,0,55.35,0.305,1,122.13
15829,36,1,2,1,489.49,1,7.52,0.471,1,166.01
15830,48,0,3,2,179.28,0,26.36,0.307,0,96.19
15831,32,0,2,2,86.65,0,16.04,0.492,1,115.27
15832,33,0,1,2,78.19,0,59.97,0.085,0,138.18
15833,23,1,3,1,89.87,2,12.36,0.511,1,152.04
15834,43,0,3,0,180.02,0,14.61,0.279,1,146.8
15835,36,1,1,1,35.14,0,10.05,0.321,0,58.72
15836,30,0,4,1,572.09,0,12.51,0.41,1,149.62
15837,18,1,2,3,37.45,0,38.55,0.355,1,172.3
15838,49,1,1,1,18.68,0,23.5,0.526,0,62.43
15839,22,1,2,1,487.55,1,12.27,0.177,0,109.08
15840,29,1,2,3,87.86,0,21.07,0.214,1,150.52
15841,38,0,1,0,161.51,0,7.26,0.528,0,103.11
15842,23,0,3,0,325.56,0,24.71,0.765,0,47.44
15843,20,1,2,1,62.59,1,14.28,0.269,0,66.28
15844,18,1,2,1,174.96,1,42.12,0.277,1,122.78
15845,42,1,4,1,323.07,1,31.45,0.443,0,126.77
15846,29,1,2,2,1066.23,4,25.98,0.739,1,210.56
15847,64,1,2,1,80.38,0,5.55,0.773,1,148.8
15848,25,0,2,0,85.15,1,47.99,0.589,0,41.25
15849,25,1,2,1,291.78,1,39.81,0.169,1,163.45
15850,29,0,2,0,190.63,1,20.01,0.492,0,96.84
15851,37,0,2,1,125.91,1,16.77,0.347,1,129.84
15852,30,0,3,0,1003.48,3,11.9,0.12,0,121.62
15853,41,0,3,2,19.71,0,41.85,0.339,0,96.22
15854,25,0,3,1,26.95,0,31.3,0.581,1,140.74
15855,21,1,3,0,19.98,0,66.6,0.216,1,127.9
15856,18,1,2,1,627.67,2,29.6,0.572,1,191.24
15857,18,0,1,1,275.25,1,38.94,0.599,0,74.16
15858,29,1,3,1,28.65,0,48.88,0.741,1,173.27
15859,31,0,2,1,128.04,0,65.04,0.026,0,128.29
15860,28,0,1,3,143.57,0,34.75,0.587,0,67.56
15861,47,1,3,1,10.47,0,2.07,0.321,1,74.32
15862,47,1,2,1,186.03,0,40.44,0.583,1,157.71
15863,31,0,3,2,36.12,0,38.09,0.694,1,130.63
15864,18,0,2,1,346.54,2,11.05,0.184,0,109.93
15865,29,1,4,0,37.47,0,17.4,0.604,0,74.3
15866,29,0,3,0,193.06,0,24.71,0.606,0,95.07
15867,28,1,1,3,701.68,3,15.93,0.843,0,121.1
15868,28,1,3,3,477.93,0,14.27,0.372,0,122.13
15869,28,0,3,0,272.76,1,56.86,0.78,1,173.42
15870,31,1,3,1,134.61,0,11.92,0.258,0,52.46
15871,28,0,2,0,24.53,0,20.27,0.402,0,48.2
15872,37,1,2,1,87.63,1,9.41,0.813,1,148.19
15873,38,1,2,0,113.16,0,10.39,0.234,1,105.05
15874,25,1,2,0,103.82,0,30.88,0.212,1,129.19
15875,47,1,4,2,23.57,0,16.54,0.432,1,94.87
15876,25,1,2,1,249.97,0,14.23,0.269,0,94.99
15877,18,0,1,0,35.98,0,29.82,0.561,1,122.52
15878,38,1,2,2,948.93,1,38.51,0.207,0,182.05
15879,26,1,4,2,177.26,0,33.35,0.271,0,98.73
15880,38,0,3,1,480.64,2,38.95,0.308,0,114.26
15881,18,1,3,3,468.86,0,33.19,0.198,1,165.18
15882,48,0,3,1,1796.36,2,51.52,0.555,1,297.91
15883,41,1,3,0,184.61,0,16.5,0.652,0,57.74
15884,19,1,3,0,92.94,0,57.49,0.475,0,89.43
15885,20,1,2,1,95.11,0,27.75,0.44,1,142.18
15886,51,1,1,0,893.66,4,57.08,0.576,1,175.08
15887,27,0,3,1,30.44,0,58.21,0.27,1,138.29
15888,26,1,2,0,51.74,1,29.63,0.214,1,93.7
15889,18,0,3,1,197.23,1,34.93,0.643,1,144.85
15890,31,1,2,0,123.55,1,61.17,0.343,0,114.44
15891,32,1,3,1,473.98,0,23.35,0.385,1,105.84
15892,42,1,1,1,29.77,0,20.43,0.141,0,68.07
15893,21,1,1,1,136.96,0,23.64,0.129,0,109.36
15894,19,1,3,1,118.58,0,4.47,0.158,0,60.77
15895,39,0,2,3,40.99,0,6.15,0.458,0,103.8
15896,45,0,3,2,425.98,3,21.14,0.389,0,127.27
15897,19,0,3,1,132.93,1,46.35,0.226,0,58.49
15898,45,1,4,1,126.36,0,62.44,0.286,0,114.66
15899,35,1,3,1,55.17,1,17.26,0.358,0,64.94
15900,45,1,2,0,95.22,0,35.68,0.272,1,118.04
15901,34,1,3,0,43.56,0,13.07,0.132,1,93.14
15902,18,1,1,1,418.43,0,9.86,0.395,1,144.54
15903,33,0,2,1,512.54,2,31.62,0.368,1,196.68
15904,45,0,3,0,1114.4,1,62.91,0.362,1,225.64
15905,26,0,3,0,249.85,0,25.24,0.307,0,78.42
15906,31,1,2,0,98.78,0,70.54,0.225,1,131.69
15907,33,0,2,3,84.54,0,48.67,0.656,0,88.99
15908,18,1,3,0,267.41,0,16.48,0.394,1,110.21
15909,51,1,2,0,188.87,0,27.91,0.578,1,152.35
15910,25,1,3,1,120.42,0,35.65,0.767,0,61.73
15911,40,0,3,1,108.37,0,18.98,0.025,0,70.23
15912,34,0,2,1,605.12,0,6.25,0.339,1,136.38
15913,47,0,1,1,88.39,0,14.47,0.463,1,122.99
15914,39,1,2,1,746.96,1,24.31,0.289,1,148.72
15915,32,0,4,2,184.67,0,20.17,0.194,1,142.14
15916,26,1,3,0,95.44,0,11.61,0.108,0,75.73
15917,42,1,3,1,57.84,0,24.27,0.479,0,94.35
15918,18,0,2,3,123.29,0,9.79,0.611,0,98.42
15919,41,1,3,0,271.52,0,27.2,0.224,0,93.09
15920,24,1,2,0,94.4,0,29.15,0.379,0,63.88
15921,47,1,3,0,411.74,0,23.27,0.279,0,101.7
15922,36,0,2,0,88.91,0,27.58,0.503,0,74.74
15923,41,0,3,0,127.77,0,29.24,0.342,1,146.52
15924,35,0,3,0,31.69,0,40.07,0.178,0,73.5
15925,18,0,2,0,290.43,1,44.8,0.542,0,51.42
15926,26,1,3,1,107.7,0,23.47,0.11,0,76.48
15927,41,1,2,0,986.97,4,41.34,0.495,1,220.63
15928,36,1,2,2,345.77,1,59.04,0.455,1,165.95
15929,46,0,1,2,164.25,0,31.74,0.407,0,91.92
15930,39,0,3,1,645.62,2,3.94,0.52,1,147.26
15931,25,1,4,3,241.32,0,44.75,0.16,0,117.16
15932,27,0,3,1,497.66,2,53.68,0.534,0,144.32
15933,36,0,3,2,52.73,0,19.69,0.337,0,84.15
15934,18,1,1,0,258.12,2,38.37,0.323,0,104.61
15935,51,0,1,2,271.31,0,14.16,0.573,1,176.12
15936,39,1,2,3,23.25,0,66.85,0.295,0,147.57
15937,47,0,4,0,905.01,2,51.82,0.233,0,180.23
15938,19,1,4,1,36.88,0,11.03,0.096,0,85.32
15939,47,1,2,2,31.23,0,8.52,0.089,0,55.8
15940,57,0,3,1,4.86,0,20.56,0.58,1,121.61
15941,21,1,3,1,262.07,0,58.22,0.587,1,172.25
15942,42,1,1,0,20.66,0,34.8,0.606,0,76.95
15943,35,1,3,0,79.81,0,18.44,0.554,0,95.76
15944,19,0,3,0,405.63,1,61.88,0.069,1,170.42
15945,39,1,2,1,186.88,0,41.92,0.353,1,136.05
15946,43,0,4,1,70.22,0,40.05,0.436,1,150.54
15947,28,1,2,3,22.0,0,20.48,0.653,1,166.76
15948,46,1,1,1,130.43,0,16.83,0.504,1,142.74
15949,18,1,2,0,414.19,2,38.08,0.237,1,124.75
15950,20,1,3,0,344.12,1,37.9,0.335,0,80.3
15951,36,0,2,2,1266.66,5,55.05,0.154,1,249.02
15952,35,0,3,1,67.75,0,14.28,0.575,1,134.4
15953,27,1,3,2,30.56,0,45.33,0.234,1,139.46
15954,43,1,2,0,215.28,0,38.66,0.673,0,116.51
15955,40,0,3,1,191.27,1,45.69,0.084,1,126.73
15956,43,1,2,1,147.55,0,7.93,0.247,1,142.85
15957,33,1,3,0,60.6,0,15.74,0.25,0,67.9
15958,41,1,1,2,6.15,0,30.1,0.79,0,67.83
15959,30,0,3,1,44.35,0,18.92,0.21,1,95.8
15960,55,0,3,1,289.59,1,31.58,0.516,1,133.87
15961,26,1,4,2,208.67,0,21.02,0.591,1,153.53
15962,56,1,2,1,472.63,0,25.24,0.146,0,95.25
15963,35,1,3,0,224.58,1,21.41,0.506,0,94.77
15964,21,0,2,3,358.96,0,21.62,0.129,0,111.71
15965,48,1,2,0,371.55,1,3.51,0.734,0,80.67
15966,36,1,1,2,152.1,2,33.98,0.474,0,96.88
15967,43,0,1,2,153.39,0,29.62,0.526,1,166.56
15968,47,1,3,0,4.52,0,13.46,0.627,1,113.76
15969,38,1,3,1,67.5,0,3.61,0.159,1,79.88
15970,29,1,2,0,71.09,0,51.93,0.557,1,134.37
15971,44,1,3,1,130.25,1,61.16,0.566,1,154.84
15972,35,1,1,2,48.6,0,36.09,0.512,1,114.99
15973,41,1,3,0,457.18,0,42.75,0.395,0,125.97
15974,18,1,4,0,51.53,0,45.27,0.937,0,73.34
15975,39,1,3,1,557.2,2,46.42,0.582,1,211.51
15976,28,0,2,1,46.83,0,26.72,0.202,0,63.16
15977,51,1,3,1,71.91,0,49.98,0.335,1,88.84
15978,41,1,2,2,65.64,0,23.94,0.424,0,88.28
15979,37,0,3,1,81.82,0,8.34,0.504,1,110.33
15980,39,1,3,2,610.55,0,38.29,0.42,1,172.65
15981,25,0,3,0,100.23,0,18.47,0.481,1,125.73
15982,51,1,1,1,103.34,0,20.64,0.172,0,37.22
15983,54,0,3,1,60.94,0,29.74,0.461,0,99.86
15984,38,0,3,3,108.66,0,42.63,0.305,0,91.3
15985,50,1,3,1,192.43,1,47.65,0.315,1,150.14
15986,29,1,3,3,114.64,0,32.17,0.617,1,158.67
15987,27,1,4,2,123.92,1,37.72,0.453,1,167.74
15988,35,1,3,2,502.32,1,13.49,0.147,0,133.03
15989,39,1,2,1,206.1,0,27.51,0.507,0,61.55
15990,31,1,3,1,37.3,0,30.71,0.561,0,62.77
15991,40,1,1,1,133.98,0,43.2,0.31,1,155.48
15992,38,1,3,0,77.79,0,13.97,0.555,0,72.14
15993,25,0,4,3,277.34,0,49.92,0.355,0,138.37
15994,40,1,1,2,167.93,0,6.53,0.428,1,165.18
15995,43,0,3,2,576.15,1,40.01,0.017,1,156.49
15996,36,1,3,1,61.07,0,27.76,0.407,1,137.91
15997,46,0,3,0,117.81,0,24.7,0.125,1,110.42
15998,22,1,2,1,41.39,0,11.71,0.246,0,61.14
15999,39,1,2,1,141.15,0,52.18,0.53,0,104.67
16000,23,1,4,2,23.48,0,26.19,0.249,0,83.39
16001,23,1,2,2,218.28,1,15.84,0.617,1,123.92
16002,28,1,3,0,138.86,0,29.18,0.227,0,110.85
16003,25,0,1,1,178.79,0,16.71,0.611,0,78.1
16004,29,1,2,1,382.13,2,38.33,0.543,0,134.7
16005,32,1,3,1,194.37,0,27.66,0.439,0,58.6
16006,43,1,2,1,32.07,1,17.01,0.382,0,64.0
16007,31,0,4,0,76.17,0,14.2,0.516,0,61.18
16008,19,1,3,0,134.8,0,10.21,0.564,1,127.22
16009,46,1,3,2,100.11,0,28.04,0.742,0,106.42
16010,26,1,1,0,115.91,0,45.05,0.05,0,72.99
16011,34,1,4,2,1038.72,4,33.69,0.286,1,228.18
16012,39,1,2,1,167.41,0,14.15,0.706,1,165.44
16013,36,0,3,3,234.79,0,1.29,0.436,0,107.97
16014,45,1,2,3,13.32,0,40.49,0.436,0,107.82
16015,39,1,2,1,363.29,0,22.14,0.561,0,112.01
16016,26,0,3,1,4547.6,6,28.94,0.323,1,564.1
16017,56,0,3,1,746.04,2,16.94,0.192,0,143.74
16018,36,0,2,0,87.51,0,25.35,0.439,0,28.19
16019,33,1,2,0,2292.2,6,45.13,0.267,1,354.67
16020,44,0,3,1,153.39,0,25.02,0.291,0,71.17
16021,37,1,2,2,214.4,0,15.33,0.186,0,118.13
16022,38,0,2,0,107.67,0,40.91,0.718,0,78.17
16023,59,1,2,1,104.38,1,26.24,0.836,0,98.04
16024,32,1,2,1,10.0,0,32.67,0.551,0,98.55
16025,31,1,1,3,381.84,1,48.55,0.237,0,124.32
16026,36,1,2,0,103.92,1,35.64,0.495,0,75.01
16027,45,1,3,0,118.43,1,58.31,0.039,1,121.46
16028,19,0,1,3,206.03,0,57.38,0.292,1,157.14
16029,18,1,3,0,90.24,0,5.1,0.257,0,58.65
16030,29,0,4,1,203.69,0,20.02,0.563,0,87.83
16031,18,0,4,1,628.71,0,15.7,0.775,0,132.53
16032,30,1,3,1,241.24,0,58.39,0.597,1,195.14
16033,40,0,2,1,123.45,0,28.86,0.448,1,159.37
16034,26,1,1,2,127.97,1,8.92,0.323,1,158.93
16035,20,0,3,0,188.8,1,25.01,0.595,0,57.5
16036,35,1,1,0,54.68,0,29.75,0.492,1,103.26
16037,43,0,2,1,190.46,0,35.72,0.252,0,83.18
16038,18,0,3,1,337.47,0,70.29,0.638,1,208.34
16039,43,0,2,1,164.85,1,21.6,0.121,1,112.18
16040,43,1,3,3,89.21,0,33.22,0.224,0,102.96
16041,44,1,3,3,105.16,1,25.86,0.739,1,177.05
16042,47,1,3,0,324.6,1,36.41,0.385,0,61.24
16043,57,1,3,1,39.64,0,10.2,0.41,1,113.93
16044,31,1,2,0,55.72,0,20.96,0.445,1,113.76
16045,36,1,3,3,21.58,0,12.32,0.341,0,85.13
16046,30,1,2,1,154.59,0,21.08,0.301,0,105.29
16047,35,0,3,1,417.49,0,47.48,0.145,1,114.82
16048,50,1,1,2,733.46,0,11.84,0.093,0,128.91
16049,21,1,3,1,951.84,2,11.26,0.172,0,162.62
16050,26,0,4,0,64.81,0,51.25,0.002,0,93.59
16051,48,0,1,1,200.34,2,4.92,0.284,1,152.58
16052,45,1,1,1,91.58,0,14.47,0.084,0,97.66
16053,31,1,1,2,1071.88,3,9.3,0.333,0,174.01
16054,43,1,2,1,709.2,2,60.76,0.31,1,163.83
16055,38,1,2,0,181.58,0,35.38,0.321,1,132.84
16056,50,1,3,1,70.58,0,36.61,0.904,1,159.44
16057,35,0,2,2,2.37,0,28.28,0.376,0,100.82
16058,45,0,2,2,26.57,0,57.07,0.624,0,121.06
16059,61,0,3,0,16.07,0,28.56,0.113,0,58.43
16060,40,0,2,0,26.17,0,47.32,0.653,1,120.59
16061,35,0,2,1,1414.62,5,11.4,0.47,0,226.69
16062,42,1,3,1,31.37,0,53.04,0.078,0,75.44
16063,31,1,3,0,41.55,0,27.19,0.31,1,95.12
16064,58,1,1,1,49.17,0,46.15,0.006,0,64.53
16065,36,1,1,3,3355.16,5,31.88,0.434,1,444.05
16066,32,1,2,1,137.7,1,46.8,0.683,0,147.04
16067,26,1,2,1,489.33,2,19.28,0.185,0,120.07
16068,45,1,2,2,183.18,1,40.97,0.123,1,136.7
16069,43,1,3,0,13.72,0,45.93,0.17,0,42.22
16070,30,0,3,1,933.71,2,12.29,0.196,1,177.14
16071,40,1,2,1,240.16,0,24.96,0.382,0,134.85
16072,19,0,3,1,128.25,0,29.79,0.171,1,113.23
16073,36,1,2,3,1226.79,1,13.12,0.64,1,254.66
16074,39,0,3,0,97.92,0,24.03,0.563,1,121.84
16075,52,1,3,0,124.8,0,28.9,0.702,0,102.44
16076,27,1,4,3,98.09,0,7.21,0.313,0,88.92
16077,22,0,2,0,539.99,1,21.78,0.596,1,179.84
16078,26,1,1,1,394.09,0,15.71,0.457,1,140.63
16079,21,0,3,1,207.34,0,35.93,0.158,0,103.49
16080,48,0,2,3,42.01,0,44.08,0.39,0,65.67
16081,50,0,2,1,95.18,1,29.5,0.357,0,86.06
16082,38,1,1,1,41.99,0,30.51,0.246,0,86.43
16083,47,0,3,1,597.31,2,25.12,0.521,1,167.38
16084,36,1,2,3,22.43,0,15.41,0.245,0,112.56
16085,34,0,4,2,1005.51,4,19.77,0.43,0,172.42
16086,31,0,2,0,695.88,1,21.52,0.258,1,170.85
16087,31,1,2,2,49.29,0,33.81,0.507,0,104.61
16088,19,0,3,2,90.04,0,7.31,0.141,0,61.28
16089,37,0,2,1,63.12,0,10.72,0.388,1,149.18
16090,34,0,2,1,248.71,0,15.61,0.83,1,173.42
16091,42,1,2,1,808.3,1,13.51,0.524,0,147.04
16092,35,1,2,1,615.69,1,33.45,0.355,1,184.16
16093,33,0,3,2,88.28,0,7.8,0.177,1,98.48
16094,26,0,2,0,668.99,2,46.3,0.743,1,173.27
16095,35,0,4,0,605.58,3,15.53,0.609,0,128.45
16096,42,0,3,0,118.32,0,48.29,0.441,1,115.05
16097,23,1,2,2,146.74,1,19.94,0.166,0,94.41
16098,35,1,2,1,943.93,3,15.51,0.58,1,253.47
16099,37,1,2,1,528.5,0,4.93,0.247,1,164.51
16100,27,0,2,2,645.32,2,12.67,0.658,1,185.02
16101,29,1,3,2,3302.59,8,31.74,0.139,1,416.66
16102,37,1,1,3,286.21,1,25.05,0.23,0,135.38
16103,23,1,4,0,219.38,1,4.47,0.351,1,124.14
16104,38,1,1,1,757.12,0,54.48,0.436,1,214.14
16105,26,1,2,2,1612.25,5,44.57,0.346,1,289.01
16106,45,1,1,0,71.26,0,39.89,0.256,0,83.68
16107,58,0,2,1,116.49,0,13.47,0.324,0,77.37
16108,26,1,3,1,43.72,0,20.48,0.309,0,107.28
16109,40,0,3,2,223.92,0,22.2,0.375,1,155.85
16110,27,1,2,1,431.43,0,14.36,0.107,0,115.77
16111,45,1,4,1,47.53,0,24.46,0.507,0,71.25
16112,22,1,3,1,578.57,2,18.33,0.474,1,136.44
16113,39,1,3,0,86.14,0,22.11,0.414,1,152.32
16114,26,0,3,3,78.12,0,43.59,0.281,1,145.86
16115,32,0,3,1,575.9,0,43.19,0.456,0,150.79
16116,24,1,3,1,70.09,0,38.98,0.051,0,110.54
16117,43,1,2,0,27.54,0,74.1,0.361,0,86.96
16118,26,1,2,1,362.27,0,50.93,0.568,1,210.35
16119,40,0,3,3,126.72,0,25.11,0.248,1,135.04
16120,31,1,4,3,624.95,2,24.55,0.76,1,163.32
16121,33,1,3,1,403.26,0,3.56,0.35,1,134.37
16122,36,0,4,0,18.21,0,47.48,0.657,0,82.38
16123,27,1,2,1,719.56,2,23.53,0.627,1,188.47
16124,37,1,3,1,1450.55,3,37.07,0.326,1,266.19
16125,50,1,3,1,513.02,0,45.56,0.293,0,124.54
16126,27,1,3,1,538.42,1,4.28,0.569,1,109.17
16127,46,0,3,2,110.25,0,32.6,0.377,0,101.86
16128,49,1,2,2,83.76,0,20.52,0.15,0,95.97
16129,26,1,1,0,191.51,0,43.74,0.127,0,97.77
16130,20,1,4,2,447.59,1,24.51,0.39,1,155.42
16131,38,1,1,2,434.28,1,16.34,0.434,1,160.87
16132,29,1,2,1,87.76,0,53.16,0.336,0,96.42
16133,53,1,2,3,77.71,0,50.11,0.366,0,114.01
16134,35,1,2,2,24.82,0,27.32,0.203,0,100.14
16135,26,0,3,1,322.56,0,23.89,0.112,0,73.51
16136,23,0,3,3,92.97,0,34.64,0.18,0,101.33
16137,45,0,4,1,103.41,2,35.59,0.638,1,160.0
16138,29,1,2,1,1180.21,3,42.81,0.554,0,184.09
16139,35,1,3,1,304.32,0,26.51,0.897,1,175.5
16140,44,0,4,2,218.65,0,18.63,0.745,1,141.35
16141,30,0,4,0,401.91,0,5.16,0.815,0,58.98
16142,34,1,4,1,816.26,0,21.89,0.28,0,114.6
16143,34,1,3,1,21.31,0,35.27,0.208,1,122.54
16144,41,1,1,1,75.28,0,40.97,0.444,0,75.46
16145,40,0,1,1,112.33,0,47.55,0.49,0,98.4
16146,32,0,3,1,45.88,0,24.79,0.636,0,104.39
16147,35,1,3,0,107.96,1,16.63,0.183,1,102.08
16148,31,0,3,2,23.07,0,24.77,0.476,0,92.82
16149,20,0,2,1,448.82,1,32.85,0.711,1,140.49
16150,37,0,3,2,79.76,0,37.0,0.164,0,73.88
16151,53,0,2,0,188.89,0,9.65,0.471,1,79.79
16152,26,0,2,1,157.84,1,13.64,0.29,0,53.37
16153,27,1,2,2,289.72,0,14.27,0.578,1,148.02
16154,26,0,4,1,7.74,0,18.67,0.283,0,62.03
16155,42,0,2,2,254.76,0,27.5,0.068,0,95.9
16156,39,1,3,0,106.69,0,60.63,0.349,1,132.01
16157,33,1,2,1,241.83,0,68.74,0.559,0,125.41
16158,25,1,3,1,36.04,1,8.32,0.02,1,82.91
16159,35,1,3,1,243.81,2,60.69,0.645,1,172.92
16160,19,1,4,1,705.01,3,24.64,0.368,1,180.2
16161,36,1,1,0,186.37,0,28.93,0.194,0,69.86
16162,43,1,2,1,62.76,0,55.28,0.46,0,85.64
16163,22,1,3,1,66.14,0,16.11,0.594,1,142.27
16164,19,1,2,1,296.33,1,27.65,0.13,0,136.95
16165,50,0,2,1,294.0,0,43.39,0.273,0,123.15
16166,28,1,3,1,227.66,1,25.93,0.699,0,71.31
16167,46,1,3,1,141.88,0,54.14,0.289,1,130.11
16168,33,1,1,2,189.34,0,22.05,0.211,1,117.77
16169,33,0,2,1,137.29,0,47.03,0.052,0,105.62
16170,39,0,3,1,93.97,0,32.47,0.255,0,101.66
16171,26,1,3,1,368.33,2,16.79,0.208,0,69.91
16172,36,0,1,1,215.32,1,15.08,0.291,0,87.64
16173,31,1,2,1,698.3,2,15.7,0.782,1,174.77
16174,21,1,3,1,566.93,4,75.73,0.606,1,185.23
16175,38,1,2,1,207.05,1,8.23,0.38,0,79.26
16176,32,1,3,0,303.22,1,5.96,0.416,0,77.07
16177,33,1,3,0,47.06,0,34.03,0.541,1,113.35
16178,22,1,2,0,135.22,0,59.11,0.688,0,100.27
16179,50,1,4,1,223.9,0,47.3,0.29,1,134.82
16180,43,1,2,0,22.21,0,35.29,0.501,0,62.87
16181,44,1,2,1,248.47,0,24.02,0.171,1,126.09
16182,31,1,3,0,46.94,0,8.15,0.055,0,84.05
16183,18,1,3,1,53.54,0,14.57,0.494,1,119.58
16184,54,0,2,0,78.62,0,32.16,0.676,0,113.48
16185,34,0,2,1,143.08,0,40.51,0.594,0,106.08
16186,27,1,2,2,30.16,0,23.08,0.632,1,114.57
16187,39,0,2,1,414.87,0,24.8,0.263,1,122.5
16188,46,1,3,1,183.63,0,73.89,0.307,1,145.2
16189,34,0,3,1,1495.14,1,22.48,0.468,0,249.66
16190,47,1,2,0,212.75,0,26.14,0.368,1,155.19
16191,45,0,2,0,294.41,3,52.07,0.137,0,142.04
16192,24,0,2,0,53.27,0,20.66,0.742,1,133.14
16193,28,0,2,0,35.94,1,24.71,0.276,0,58.3
16194,44,1,1,0,312.0,0,11.22,0.248,0,67.44
16195,18,0,2,1,39.97,0,17.37,0.387,0,91.68
16196,33,0,2,0,320.61,0,22.12,0.409,1,121.36
